study,split,prefix,yyyymmdd,HHMM,datetime,count,filename,path_img,path_txt
study1,test_a02,t7,20221226,0836,2022-12-26 08:36:00,2,t7-20221226-0836_jpg.rf.df7adac06e172a86d1c7d6c5c58b09d2,test_a02/images/t7-20221226-0836_jpg.rf.df7adac06e172a86d1c7d6c5c58b09d2.jpg,test_a02/labels/t7-20221226-0836_jpg.rf.df7adac06e172a86d1c7d6c5c58b09d2.txt
study1,test_a02,t8,20221226,0959,2022-12-26 09:59:00,1,t8-20221226-0959_jpg.rf.26fef761704ff728113200b1050cfb53,test_a02/images/t8-20221226-0959_jpg.rf.26fef761704ff728113200b1050cfb53.jpg,test_a02/labels/t8-20221226-0959_jpg.rf.26fef761704ff728113200b1050cfb53.txt
study1,test_a02,t8,20221226,1029,2022-12-26 10:29:00,15,t8-20221226-1029_jpg.rf.8fd957961ffbec09facbefc48c5944cd,test_a02/images/t8-20221226-1029_jpg.rf.8fd957961ffbec09facbefc48c5944cd.jpg,test_a02/labels/t8-20221226-1029_jpg.rf.8fd957961ffbec09facbefc48c5944cd.txt
study1,test_a02,t8,20221226,1059,2022-12-26 10:59:00,24,t8-20221226-1059_jpg.rf.f0a6ce4b747eee93f12c8a1658b35b01,test_a02/images/t8-20221226-1059_jpg.rf.f0a6ce4b747eee93f12c8a1658b35b01.jpg,test_a02/labels/t8-20221226-1059_jpg.rf.f0a6ce4b747eee93f12c8a1658b35b01.txt
study1,test_a02,t8,20221226,1129,2022-12-26 11:29:00,28,t8-20221226-1129_jpg.rf.b51b383498263b1dcf281a7503158eb5,test_a02/images/t8-20221226-1129_jpg.rf.b51b383498263b1dcf281a7503158eb5.jpg,test_a02/labels/t8-20221226-1129_jpg.rf.b51b383498263b1dcf281a7503158eb5.txt
study1,test_a02,t8,20221226,1159,2022-12-26 11:59:00,27,t8-20221226-1159_jpg.rf.1f3f6cbc953f9baad3b3495949210f04,test_a02/images/t8-20221226-1159_jpg.rf.1f3f6cbc953f9baad3b3495949210f04.jpg,test_a02/labels/t8-20221226-1159_jpg.rf.1f3f6cbc953f9baad3b3495949210f04.txt
study1,test_a02,t8,20221226,1229,2022-12-26 12:29:00,26,t8-20221226-1229_jpg.rf.5f9d6728d0d787f4839b7766b4fa3989,test_a02/images/t8-20221226-1229_jpg.rf.5f9d6728d0d787f4839b7766b4fa3989.jpg,test_a02/labels/t8-20221226-1229_jpg.rf.5f9d6728d0d787f4839b7766b4fa3989.txt
study1,test_a02,t8,20221226,1259,2022-12-26 12:59:00,14,t8-20221226-1259_jpg.rf.26f7c347895246011e3b57ac45034cf0,test_a02/images/t8-20221226-1259_jpg.rf.26f7c347895246011e3b57ac45034cf0.jpg,test_a02/labels/t8-20221226-1259_jpg.rf.26f7c347895246011e3b57ac45034cf0.txt
study1,test_a02,t8,20221226,1329,2022-12-26 13:29:00,13,t8-20221226-1329_jpg.rf.9b19029513df3aa12f74c63cd9ad0491,test_a02/images/t8-20221226-1329_jpg.rf.9b19029513df3aa12f74c63cd9ad0491.jpg,test_a02/labels/t8-20221226-1329_jpg.rf.9b19029513df3aa12f74c63cd9ad0491.txt
study1,test_a02,t8,20221226,1359,2022-12-26 13:59:00,14,t8-20221226-1359_jpg.rf.e6e21419cfbd75bb2a475771e56c46a2,test_a02/images/t8-20221226-1359_jpg.rf.e6e21419cfbd75bb2a475771e56c46a2.jpg,test_a02/labels/t8-20221226-1359_jpg.rf.e6e21419cfbd75bb2a475771e56c46a2.txt
study1,test_a02,t8,20221226,1429,2022-12-26 14:29:00,7,t8-20221226-1429_jpg.rf.919bbe6dffda7fc1e195d7fc684aede3,test_a02/images/t8-20221226-1429_jpg.rf.919bbe6dffda7fc1e195d7fc684aede3.jpg,test_a02/labels/t8-20221226-1429_jpg.rf.919bbe6dffda7fc1e195d7fc684aede3.txt
study1,test_a02,t8,20221226,1459,2022-12-26 14:59:00,11,t8-20221226-1459_jpg.rf.eb374d902a20061f75647bdb32d4b50b,test_a02/images/t8-20221226-1459_jpg.rf.eb374d902a20061f75647bdb32d4b50b.jpg,test_a02/labels/t8-20221226-1459_jpg.rf.eb374d902a20061f75647bdb32d4b50b.txt
study1,test_a02,t8,20221226,1529,2022-12-26 15:29:00,6,t8-20221226-1529_jpg.rf.08f4442a888b4acfc2cd0623675d5202,test_a02/images/t8-20221226-1529_jpg.rf.08f4442a888b4acfc2cd0623675d5202.jpg,test_a02/labels/t8-20221226-1529_jpg.rf.08f4442a888b4acfc2cd0623675d5202.txt
study1,test_a02,t8,20221226,1559,2022-12-26 15:59:00,8,t8-20221226-1559_jpg.rf.41e7241fd4cad43b505e0d69589dd654,test_a02/images/t8-20221226-1559_jpg.rf.41e7241fd4cad43b505e0d69589dd654.jpg,test_a02/labels/t8-20221226-1559_jpg.rf.41e7241fd4cad43b505e0d69589dd654.txt
study1,test_a02,t8,20221226,1629,2022-12-26 16:29:00,9,t8-20221226-1629_jpg.rf.f932363d798fbdd22092caac80e93b02,test_a02/images/t8-20221226-1629_jpg.rf.f932363d798fbdd22092caac80e93b02.jpg,test_a02/labels/t8-20221226-1629_jpg.rf.f932363d798fbdd22092caac80e93b02.txt
study1,test_a02,t8,20221226,1659,2022-12-26 16:59:00,5,t8-20221226-1659_jpg.rf.78e4e111a512d4ad784b657ca04f4dc3,test_a02/images/t8-20221226-1659_jpg.rf.78e4e111a512d4ad784b657ca04f4dc3.jpg,test_a02/labels/t8-20221226-1659_jpg.rf.78e4e111a512d4ad784b657ca04f4dc3.txt
study1,test_a02,t8,20221226,1729,2022-12-26 17:29:00,9,t8-20221226-1729_jpg.rf.cde0c42190143f8a916cbf5a0f29e159,test_a02/images/t8-20221226-1729_jpg.rf.cde0c42190143f8a916cbf5a0f29e159.jpg,test_a02/labels/t8-20221226-1729_jpg.rf.cde0c42190143f8a916cbf5a0f29e159.txt
study1,test_a02,t8,20221226,1759,2022-12-26 17:59:00,5,t8-20221226-1759_jpg.rf.f2caa9d65b7dd2c7d69b7bb27d249ad2,test_a02/images/t8-20221226-1759_jpg.rf.f2caa9d65b7dd2c7d69b7bb27d249ad2.jpg,test_a02/labels/t8-20221226-1759_jpg.rf.f2caa9d65b7dd2c7d69b7bb27d249ad2.txt
study1,test_a02,t8,20221226,1829,2022-12-26 18:29:00,11,t8-20221226-1829_jpg.rf.9c174932d81f1e86c4b2cca43a9efbcd,test_a02/images/t8-20221226-1829_jpg.rf.9c174932d81f1e86c4b2cca43a9efbcd.jpg,test_a02/labels/t8-20221226-1829_jpg.rf.9c174932d81f1e86c4b2cca43a9efbcd.txt
study1,test_a02,t8,20221226,1859,2022-12-26 18:59:00,12,t8-20221226-1859_jpg.rf.7996c4e780a59d3aed2d0734edb059d2,test_a02/images/t8-20221226-1859_jpg.rf.7996c4e780a59d3aed2d0734edb059d2.jpg,test_a02/labels/t8-20221226-1859_jpg.rf.7996c4e780a59d3aed2d0734edb059d2.txt
study1,test_a02,t8,20221226,1929,2022-12-26 19:29:00,6,t8-20221226-1929_jpg.rf.fc722aefa4bf25bb23a97c89361f04a7,test_a02/images/t8-20221226-1929_jpg.rf.fc722aefa4bf25bb23a97c89361f04a7.jpg,test_a02/labels/t8-20221226-1929_jpg.rf.fc722aefa4bf25bb23a97c89361f04a7.txt
study1,test_a02,t8,20221226,1959,2022-12-26 19:59:00,4,t8-20221226-1959_jpg.rf.5489ce7b5df7a38aa6728b406d81d64b,test_a02/images/t8-20221226-1959_jpg.rf.5489ce7b5df7a38aa6728b406d81d64b.jpg,test_a02/labels/t8-20221226-1959_jpg.rf.5489ce7b5df7a38aa6728b406d81d64b.txt
study1,test_a02,t8,20221226,2029,2022-12-26 20:29:00,12,t8-20221226-2029_jpg.rf.717e60530bda5f7ced5fcd6dfe23f4bd,test_a02/images/t8-20221226-2029_jpg.rf.717e60530bda5f7ced5fcd6dfe23f4bd.jpg,test_a02/labels/t8-20221226-2029_jpg.rf.717e60530bda5f7ced5fcd6dfe23f4bd.txt
study1,test_a02,t8,20221226,2059,2022-12-26 20:59:00,3,t8-20221226-2059_jpg.rf.5a5055ba2741acfa8b13f7f71fc0ce86,test_a02/images/t8-20221226-2059_jpg.rf.5a5055ba2741acfa8b13f7f71fc0ce86.jpg,test_a02/labels/t8-20221226-2059_jpg.rf.5a5055ba2741acfa8b13f7f71fc0ce86.txt
study1,test_a02,t8,20221226,2129,2022-12-26 21:29:00,5,t8-20221226-2129_jpg.rf.c649ac412cb53a0f95de8750a3a49d53,test_a02/images/t8-20221226-2129_jpg.rf.c649ac412cb53a0f95de8750a3a49d53.jpg,test_a02/labels/t8-20221226-2129_jpg.rf.c649ac412cb53a0f95de8750a3a49d53.txt
study1,test_a02,t8,20221226,2159,2022-12-26 21:59:00,5,t8-20221226-2159_jpg.rf.ca98fe95f79f91c108afb6353127b2b5,test_a02/images/t8-20221226-2159_jpg.rf.ca98fe95f79f91c108afb6353127b2b5.jpg,test_a02/labels/t8-20221226-2159_jpg.rf.ca98fe95f79f91c108afb6353127b2b5.txt
study1,test_a02,t8,20221226,2229,2022-12-26 22:29:00,4,t8-20221226-2229_jpg.rf.bf3d2e58a3aa15558c1120d78227a200,test_a02/images/t8-20221226-2229_jpg.rf.bf3d2e58a3aa15558c1120d78227a200.jpg,test_a02/labels/t8-20221226-2229_jpg.rf.bf3d2e58a3aa15558c1120d78227a200.txt
study1,test_a02,t8,20221226,2259,2022-12-26 22:59:00,5,t8-20221226-2259_jpg.rf.5a5b5a4c7bb6490bed1b9d59e0bcbe56,test_a02/images/t8-20221226-2259_jpg.rf.5a5b5a4c7bb6490bed1b9d59e0bcbe56.jpg,test_a02/labels/t8-20221226-2259_jpg.rf.5a5b5a4c7bb6490bed1b9d59e0bcbe56.txt
study1,test_a02,t8,20221226,2329,2022-12-26 23:29:00,6,t8-20221226-2329_jpg.rf.906fb396ed1f3f69ec26bc031267f51d,test_a02/images/t8-20221226-2329_jpg.rf.906fb396ed1f3f69ec26bc031267f51d.jpg,test_a02/labels/t8-20221226-2329_jpg.rf.906fb396ed1f3f69ec26bc031267f51d.txt
study1,test_a02,t8,20221226,2359,2022-12-26 23:59:00,0,t8-20221226-2359_jpg.rf.a7af776f70980bb81712475276af996e,test_a02/images/t8-20221226-2359_jpg.rf.a7af776f70980bb81712475276af996e.jpg,test_a02/labels/t8-20221226-2359_jpg.rf.a7af776f70980bb81712475276af996e.txt
study1,test_a02,t8,20221227,0029,2022-12-27 00:29:00,5,t8-20221227-0029_jpg.rf.32bf1d5d5634981d4d0d7342099cb0e9,test_a02/images/t8-20221227-0029_jpg.rf.32bf1d5d5634981d4d0d7342099cb0e9.jpg,test_a02/labels/t8-20221227-0029_jpg.rf.32bf1d5d5634981d4d0d7342099cb0e9.txt
study1,test_a02,t8,20221227,0059,2022-12-27 00:59:00,6,t8-20221227-0059_jpg.rf.e44fc70882399e2234a568467a102550,test_a02/images/t8-20221227-0059_jpg.rf.e44fc70882399e2234a568467a102550.jpg,test_a02/labels/t8-20221227-0059_jpg.rf.e44fc70882399e2234a568467a102550.txt
study1,test_a02,t8,20221227,0129,2022-12-27 01:29:00,1,t8-20221227-0129_jpg.rf.e9a68231314bba0fe68e2d99c73542ef,test_a02/images/t8-20221227-0129_jpg.rf.e9a68231314bba0fe68e2d99c73542ef.jpg,test_a02/labels/t8-20221227-0129_jpg.rf.e9a68231314bba0fe68e2d99c73542ef.txt
study1,test_a02,t8,20221227,0159,2022-12-27 01:59:00,3,t8-20221227-0159_jpg.rf.bc46be94df4a96e259315d0a4e908bf0,test_a02/images/t8-20221227-0159_jpg.rf.bc46be94df4a96e259315d0a4e908bf0.jpg,test_a02/labels/t8-20221227-0159_jpg.rf.bc46be94df4a96e259315d0a4e908bf0.txt
study1,test_a02,t8,20221227,0229,2022-12-27 02:29:00,4,t8-20221227-0229_jpg.rf.a61587c65be606ccbbd04449b84ee2c6,test_a02/images/t8-20221227-0229_jpg.rf.a61587c65be606ccbbd04449b84ee2c6.jpg,test_a02/labels/t8-20221227-0229_jpg.rf.a61587c65be606ccbbd04449b84ee2c6.txt
study1,test_a02,t8,20221227,0259,2022-12-27 02:59:00,6,t8-20221227-0259_jpg.rf.eac9123dc6257216e9c18bde2e9a9ae5,test_a02/images/t8-20221227-0259_jpg.rf.eac9123dc6257216e9c18bde2e9a9ae5.jpg,test_a02/labels/t8-20221227-0259_jpg.rf.eac9123dc6257216e9c18bde2e9a9ae5.txt
study1,test_a02,t8,20221227,0329,2022-12-27 03:29:00,1,t8-20221227-0329_jpg.rf.959f0ecdb6590b77f50462e39078ba8e,test_a02/images/t8-20221227-0329_jpg.rf.959f0ecdb6590b77f50462e39078ba8e.jpg,test_a02/labels/t8-20221227-0329_jpg.rf.959f0ecdb6590b77f50462e39078ba8e.txt
study1,test_a02,t8,20221227,0359,2022-12-27 03:59:00,2,t8-20221227-0359_jpg.rf.244d3f49530b1662de02bee7a9a692f7,test_a02/images/t8-20221227-0359_jpg.rf.244d3f49530b1662de02bee7a9a692f7.jpg,test_a02/labels/t8-20221227-0359_jpg.rf.244d3f49530b1662de02bee7a9a692f7.txt
study1,test_a02,t8,20221227,0429,2022-12-27 04:29:00,2,t8-20221227-0429_jpg.rf.f66cea374368941270e3afdc505ca316,test_a02/images/t8-20221227-0429_jpg.rf.f66cea374368941270e3afdc505ca316.jpg,test_a02/labels/t8-20221227-0429_jpg.rf.f66cea374368941270e3afdc505ca316.txt
study1,test_a02,t8,20221227,0459,2022-12-27 04:59:00,2,t8-20221227-0459_jpg.rf.c0c58fa46b0531573575d6d84ee09dc4,test_a02/images/t8-20221227-0459_jpg.rf.c0c58fa46b0531573575d6d84ee09dc4.jpg,test_a02/labels/t8-20221227-0459_jpg.rf.c0c58fa46b0531573575d6d84ee09dc4.txt
study1,test_a02,t8,20221227,0529,2022-12-27 05:29:00,2,t8-20221227-0529_jpg.rf.7a34cfddfba96649de2b2edc64997bb7,test_a02/images/t8-20221227-0529_jpg.rf.7a34cfddfba96649de2b2edc64997bb7.jpg,test_a02/labels/t8-20221227-0529_jpg.rf.7a34cfddfba96649de2b2edc64997bb7.txt
study1,test_a02,t8,20221227,0559,2022-12-27 05:59:00,3,t8-20221227-0559_jpg.rf.6e9d3e040a677061f0b3a3cc0c38dedb,test_a02/images/t8-20221227-0559_jpg.rf.6e9d3e040a677061f0b3a3cc0c38dedb.jpg,test_a02/labels/t8-20221227-0559_jpg.rf.6e9d3e040a677061f0b3a3cc0c38dedb.txt
study1,test_a02,t8,20221227,0629,2022-12-27 06:29:00,2,t8-20221227-0629_jpg.rf.ab3d7be480680329ec26e728ce135934,test_a02/images/t8-20221227-0629_jpg.rf.ab3d7be480680329ec26e728ce135934.jpg,test_a02/labels/t8-20221227-0629_jpg.rf.ab3d7be480680329ec26e728ce135934.txt
study1,test_a02,t8,20221227,0659,2022-12-27 06:59:00,2,t8-20221227-0659_jpg.rf.00162cae14a4a72ca77a8de8cc951bee,test_a02/images/t8-20221227-0659_jpg.rf.00162cae14a4a72ca77a8de8cc951bee.jpg,test_a02/labels/t8-20221227-0659_jpg.rf.00162cae14a4a72ca77a8de8cc951bee.txt
study1,test_a02,t8,20221227,0729,2022-12-27 07:29:00,1,t8-20221227-0729_jpg.rf.f34abe9db04e0c4ee896124d0c26d12d,test_a02/images/t8-20221227-0729_jpg.rf.f34abe9db04e0c4ee896124d0c26d12d.jpg,test_a02/labels/t8-20221227-0729_jpg.rf.f34abe9db04e0c4ee896124d0c26d12d.txt
study1,test_a02,t8,20221227,0759,2022-12-27 07:59:00,2,t8-20221227-0759_jpg.rf.12304f76c001380252fa98350d3037cb,test_a02/images/t8-20221227-0759_jpg.rf.12304f76c001380252fa98350d3037cb.jpg,test_a02/labels/t8-20221227-0759_jpg.rf.12304f76c001380252fa98350d3037cb.txt
study1,test_a02,t8,20221227,0829,2022-12-27 08:29:00,1,t8-20221227-0829_jpg.rf.29f0faef6a3099c9ab98b0aa4406b527,test_a02/images/t8-20221227-0829_jpg.rf.29f0faef6a3099c9ab98b0aa4406b527.jpg,test_a02/labels/t8-20221227-0829_jpg.rf.29f0faef6a3099c9ab98b0aa4406b527.txt
study1,test_a02,t8,20221227,0859,2022-12-27 08:59:00,6,t8-20221227-0859_jpg.rf.df5eec02e59a6bf6a44a9a363c99dcd8,test_a02/images/t8-20221227-0859_jpg.rf.df5eec02e59a6bf6a44a9a363c99dcd8.jpg,test_a02/labels/t8-20221227-0859_jpg.rf.df5eec02e59a6bf6a44a9a363c99dcd8.txt
study1,test_a02,t8,20221227,0929,2022-12-27 09:29:00,3,t8-20221227-0929_jpg.rf.f8a4e19a8c8dc3ee0044521435447dec,test_a02/images/t8-20221227-0929_jpg.rf.f8a4e19a8c8dc3ee0044521435447dec.jpg,test_a02/labels/t8-20221227-0929_jpg.rf.f8a4e19a8c8dc3ee0044521435447dec.txt
study1,test_a02,t8,20221227,0959,2022-12-27 09:59:00,2,t8-20221227-0959_jpg.rf.983abc6ef10c2291a213b8586e08621b,test_a02/images/t8-20221227-0959_jpg.rf.983abc6ef10c2291a213b8586e08621b.jpg,test_a02/labels/t8-20221227-0959_jpg.rf.983abc6ef10c2291a213b8586e08621b.txt
study1,test_a02,t8,20221227,1029,2022-12-27 10:29:00,3,t8-20221227-1029_jpg.rf.6328779bf59e451b1180b88adeaeeaed,test_a02/images/t8-20221227-1029_jpg.rf.6328779bf59e451b1180b88adeaeeaed.jpg,test_a02/labels/t8-20221227-1029_jpg.rf.6328779bf59e451b1180b88adeaeeaed.txt
study1,test_a02,t8,20221227,1059,2022-12-27 10:59:00,3,t8-20221227-1059_jpg.rf.0a3281d14495098c75d16a6a21759641,test_a02/images/t8-20221227-1059_jpg.rf.0a3281d14495098c75d16a6a21759641.jpg,test_a02/labels/t8-20221227-1059_jpg.rf.0a3281d14495098c75d16a6a21759641.txt
study1,test_a02,t8,20221227,1129,2022-12-27 11:29:00,3,t8-20221227-1129_jpg.rf.7517ed85113aabf8df6977735251e790,test_a02/images/t8-20221227-1129_jpg.rf.7517ed85113aabf8df6977735251e790.jpg,test_a02/labels/t8-20221227-1129_jpg.rf.7517ed85113aabf8df6977735251e790.txt
study1,test_a02,t8,20221227,1159,2022-12-27 11:59:00,2,t8-20221227-1159_jpg.rf.ef1c25d57c1f92810cd1a1a402a57df1,test_a02/images/t8-20221227-1159_jpg.rf.ef1c25d57c1f92810cd1a1a402a57df1.jpg,test_a02/labels/t8-20221227-1159_jpg.rf.ef1c25d57c1f92810cd1a1a402a57df1.txt
study1,test_a02,t8,20221227,1229,2022-12-27 12:29:00,2,t8-20221227-1229_jpg.rf.a479856e6c0ba1278c0d0b407c0f9837,test_a02/images/t8-20221227-1229_jpg.rf.a479856e6c0ba1278c0d0b407c0f9837.jpg,test_a02/labels/t8-20221227-1229_jpg.rf.a479856e6c0ba1278c0d0b407c0f9837.txt
study1,test_a02,t8,20221227,1259,2022-12-27 12:59:00,2,t8-20221227-1259_jpg.rf.cd260529ee97aacd6516b5e0820c4648,test_a02/images/t8-20221227-1259_jpg.rf.cd260529ee97aacd6516b5e0820c4648.jpg,test_a02/labels/t8-20221227-1259_jpg.rf.cd260529ee97aacd6516b5e0820c4648.txt
study1,test_a02,t8,20221227,1329,2022-12-27 13:29:00,3,t8-20221227-1329_jpg.rf.36cffe009111342b9a19d964a2017d04,test_a02/images/t8-20221227-1329_jpg.rf.36cffe009111342b9a19d964a2017d04.jpg,test_a02/labels/t8-20221227-1329_jpg.rf.36cffe009111342b9a19d964a2017d04.txt
study1,test_a02,t8,20221227,1359,2022-12-27 13:59:00,1,t8-20221227-1359_jpg.rf.5c322545b6c80d6946744a79a3eace3d,test_a02/images/t8-20221227-1359_jpg.rf.5c322545b6c80d6946744a79a3eace3d.jpg,test_a02/labels/t8-20221227-1359_jpg.rf.5c322545b6c80d6946744a79a3eace3d.txt
study1,test_a02,t8,20221227,1429,2022-12-27 14:29:00,2,t8-20221227-1429_jpg.rf.df2237481a26933429c103a8cc17cd37,test_a02/images/t8-20221227-1429_jpg.rf.df2237481a26933429c103a8cc17cd37.jpg,test_a02/labels/t8-20221227-1429_jpg.rf.df2237481a26933429c103a8cc17cd37.txt
study1,test_a02,t8,20221227,1459,2022-12-27 14:59:00,1,t8-20221227-1459_jpg.rf.77a0c28571b99ae499abd092aa7b0be1,test_a02/images/t8-20221227-1459_jpg.rf.77a0c28571b99ae499abd092aa7b0be1.jpg,test_a02/labels/t8-20221227-1459_jpg.rf.77a0c28571b99ae499abd092aa7b0be1.txt
study1,test_a02,t8,20221227,1529,2022-12-27 15:29:00,0,t8-20221227-1529_jpg.rf.074520fd18d81860c22ed3a1a10e5c21,test_a02/images/t8-20221227-1529_jpg.rf.074520fd18d81860c22ed3a1a10e5c21.jpg,test_a02/labels/t8-20221227-1529_jpg.rf.074520fd18d81860c22ed3a1a10e5c21.txt
study1,test_a02,t8,20221227,1559,2022-12-27 15:59:00,0,t8-20221227-1559_jpg.rf.a6794ec3e4b6307bb1ead4f4ad20f498,test_a02/images/t8-20221227-1559_jpg.rf.a6794ec3e4b6307bb1ead4f4ad20f498.jpg,test_a02/labels/t8-20221227-1559_jpg.rf.a6794ec3e4b6307bb1ead4f4ad20f498.txt
study1,test_a02,t8,20221227,1629,2022-12-27 16:29:00,2,t8-20221227-1629_jpg.rf.841dd265b2bf0907f2e80f44da80f611,test_a02/images/t8-20221227-1629_jpg.rf.841dd265b2bf0907f2e80f44da80f611.jpg,test_a02/labels/t8-20221227-1629_jpg.rf.841dd265b2bf0907f2e80f44da80f611.txt
study1,test_a02,t8,20221227,1659,2022-12-27 16:59:00,2,t8-20221227-1659_jpg.rf.c8022824226141f55946accd9ddf8a72,test_a02/images/t8-20221227-1659_jpg.rf.c8022824226141f55946accd9ddf8a72.jpg,test_a02/labels/t8-20221227-1659_jpg.rf.c8022824226141f55946accd9ddf8a72.txt
study1,test_a02,t8,20221227,1729,2022-12-27 17:29:00,3,t8-20221227-1729_jpg.rf.53d2d6dba820b8b360079dfedd583975,test_a02/images/t8-20221227-1729_jpg.rf.53d2d6dba820b8b360079dfedd583975.jpg,test_a02/labels/t8-20221227-1729_jpg.rf.53d2d6dba820b8b360079dfedd583975.txt
study1,test_a02,t8,20221227,1759,2022-12-27 17:59:00,1,t8-20221227-1759_jpg.rf.4534e733fd8bc74926d1f49762dc9816,test_a02/images/t8-20221227-1759_jpg.rf.4534e733fd8bc74926d1f49762dc9816.jpg,test_a02/labels/t8-20221227-1759_jpg.rf.4534e733fd8bc74926d1f49762dc9816.txt
study1,test_a02,t8,20221227,1829,2022-12-27 18:29:00,4,t8-20221227-1829_jpg.rf.8dc0775bb273fa51f4318df9dbc8e430,test_a02/images/t8-20221227-1829_jpg.rf.8dc0775bb273fa51f4318df9dbc8e430.jpg,test_a02/labels/t8-20221227-1829_jpg.rf.8dc0775bb273fa51f4318df9dbc8e430.txt
study1,test_a02,t8,20221227,1859,2022-12-27 18:59:00,3,t8-20221227-1859_jpg.rf.c8efac6445b1a15978ca092ad3d4214a,test_a02/images/t8-20221227-1859_jpg.rf.c8efac6445b1a15978ca092ad3d4214a.jpg,test_a02/labels/t8-20221227-1859_jpg.rf.c8efac6445b1a15978ca092ad3d4214a.txt
study1,test_a02,t8,20221227,1929,2022-12-27 19:29:00,4,t8-20221227-1929_jpg.rf.2f8ba01f18e2c5663d390954493a96f7,test_a02/images/t8-20221227-1929_jpg.rf.2f8ba01f18e2c5663d390954493a96f7.jpg,test_a02/labels/t8-20221227-1929_jpg.rf.2f8ba01f18e2c5663d390954493a96f7.txt
study1,test_a02,t8,20221227,1959,2022-12-27 19:59:00,1,t8-20221227-1959_jpg.rf.f78164575f52eea9bb6a33cba8fbfd0c,test_a02/images/t8-20221227-1959_jpg.rf.f78164575f52eea9bb6a33cba8fbfd0c.jpg,test_a02/labels/t8-20221227-1959_jpg.rf.f78164575f52eea9bb6a33cba8fbfd0c.txt
study1,test_a02,t8,20221227,2029,2022-12-27 20:29:00,2,t8-20221227-2029_jpg.rf.f2636254b15d7e35658f7717295fff80,test_a02/images/t8-20221227-2029_jpg.rf.f2636254b15d7e35658f7717295fff80.jpg,test_a02/labels/t8-20221227-2029_jpg.rf.f2636254b15d7e35658f7717295fff80.txt
study1,test_a02,t8,20221227,2059,2022-12-27 20:59:00,3,t8-20221227-2059_jpg.rf.de8e7d90804257ff23839f121001f519,test_a02/images/t8-20221227-2059_jpg.rf.de8e7d90804257ff23839f121001f519.jpg,test_a02/labels/t8-20221227-2059_jpg.rf.de8e7d90804257ff23839f121001f519.txt
study1,test_a02,t8,20221227,2129,2022-12-27 21:29:00,3,t8-20221227-2129_jpg.rf.ecaafd3b788a9e13ef99fd0e6c2c798e,test_a02/images/t8-20221227-2129_jpg.rf.ecaafd3b788a9e13ef99fd0e6c2c798e.jpg,test_a02/labels/t8-20221227-2129_jpg.rf.ecaafd3b788a9e13ef99fd0e6c2c798e.txt
study1,test_a02,t8,20221227,2159,2022-12-27 21:59:00,1,t8-20221227-2159_jpg.rf.f4d405737a51559f1247a14dd2f86e75,test_a02/images/t8-20221227-2159_jpg.rf.f4d405737a51559f1247a14dd2f86e75.jpg,test_a02/labels/t8-20221227-2159_jpg.rf.f4d405737a51559f1247a14dd2f86e75.txt
study1,test_a02,t8,20221227,2229,2022-12-27 22:29:00,2,t8-20221227-2229_jpg.rf.bab1cc03058e4d812d1e8fe6d3316366,test_a02/images/t8-20221227-2229_jpg.rf.bab1cc03058e4d812d1e8fe6d3316366.jpg,test_a02/labels/t8-20221227-2229_jpg.rf.bab1cc03058e4d812d1e8fe6d3316366.txt
study1,test_a02,t8,20221227,2259,2022-12-27 22:59:00,1,t8-20221227-2259_jpg.rf.c920d9d9baddd3568a93af1409caf1da,test_a02/images/t8-20221227-2259_jpg.rf.c920d9d9baddd3568a93af1409caf1da.jpg,test_a02/labels/t8-20221227-2259_jpg.rf.c920d9d9baddd3568a93af1409caf1da.txt
study1,test_a02,t8,20221227,2329,2022-12-27 23:29:00,1,t8-20221227-2329_jpg.rf.112704134e20751d8bd773b85d66b692,test_a02/images/t8-20221227-2329_jpg.rf.112704134e20751d8bd773b85d66b692.jpg,test_a02/labels/t8-20221227-2329_jpg.rf.112704134e20751d8bd773b85d66b692.txt
study1,test_a02,t8,20221227,2359,2022-12-27 23:59:00,3,t8-20221227-2359_jpg.rf.50a34f012e2018a308c6ca63dcbc05e2,test_a02/images/t8-20221227-2359_jpg.rf.50a34f012e2018a308c6ca63dcbc05e2.jpg,test_a02/labels/t8-20221227-2359_jpg.rf.50a34f012e2018a308c6ca63dcbc05e2.txt
study1,test_a02,t8,20221228,0029,2022-12-28 00:29:00,1,t8-20221228-0029_jpg.rf.91cf68d4060d685985d4d2f54d71bc71,test_a02/images/t8-20221228-0029_jpg.rf.91cf68d4060d685985d4d2f54d71bc71.jpg,test_a02/labels/t8-20221228-0029_jpg.rf.91cf68d4060d685985d4d2f54d71bc71.txt
study1,test_a02,t8,20221228,0059,2022-12-28 00:59:00,4,t8-20221228-0059_jpg.rf.6e8d9fc844b134c6635f15a1865c1a2a,test_a02/images/t8-20221228-0059_jpg.rf.6e8d9fc844b134c6635f15a1865c1a2a.jpg,test_a02/labels/t8-20221228-0059_jpg.rf.6e8d9fc844b134c6635f15a1865c1a2a.txt
study1,test_a02,t8,20221228,0129,2022-12-28 01:29:00,3,t8-20221228-0129_jpg.rf.2ffb45ce8167afde45c9c63d516af8a4,test_a02/images/t8-20221228-0129_jpg.rf.2ffb45ce8167afde45c9c63d516af8a4.jpg,test_a02/labels/t8-20221228-0129_jpg.rf.2ffb45ce8167afde45c9c63d516af8a4.txt
